record_id,Years,date,domain,url,country,page_views
152,2012,Jan,domain_2,url_130,c_11,13.0
153,2012,Jan,domain_2,url_130,c_12,11.0
154,2012,Jan,domain_2,url_130,c_13,3.0
155,2012,Jan,domain_2,url_130,c_14,2.0
156,2012,Jan,domain_2,url_130,c_29,1.0
157,2012,Jan,domain_2,url_131,c_03,9.0
158,2012,Jan,domain_2,url_132,c_04,2.0
159,2012,Jan,domain_2,url_132,c_17,9.0
160,2012,Jan,domain_2,url_132,c_23,1.0
161,2012,Jan,domain_2,url_133,c_11,6.0
162,2012,Jan,domain_2,url_133,c_33,1.0
163,2012,Jan,domain_2,url_134,c_01,30.0
164,2012,Jan,domain_2,url_134,c_02,4.0
165,2012,Jan,domain_2,url_134,c_11,1.0
166,2012,Jan,domain_2,url_134,c_12,1.0
167,2012,Jan,domain_2,url_135,c_01,1.0
168,2012,Jan,domain_2,url_135,c_05,1.0
169,2012,Jan,domain_2,url_135,c_07,8.0
170,2012,Jan,domain_2,url_135,c_10,2.0
171,2012,Jan,domain_2,url_135,c_14,2.0
172,2012,Jan,domain_2,url_135,c_15,13.0
173,2012,Jan,domain_2,url_135,c_20,1.0
174,2012,Jan,domain_2,url_135,c_21,1.0
175,2012,Jan,domain_2,url_135,c_24,1.0
176,2012,Jan,domain_2,url_135,c_27,2.0
177,2012,Jan,domain_2,url_135,c_29,2.0
178,2012,Jan,domain_2,url_135,c_33,1.0
179,2012,Jan,domain_2,url_137,c_02,8.0
180,2012,Jan,domain_2,url_137,c_13,18.0
181,2012,Jan,domain_2,url_138,c_12,29.0
182,2012,Jan,domain_2,url_138,c_13,8.0
183,2012,Jan,domain_2,url_139,c_01,11.0
184,2012,Jan,domain_2,url_139,c_02,2.0
185,2012,Jan,domain_2,url_139,c_20,1.0
186,2012,Jan,domain_2,url_14,c_05,25.0
187,2012,Jan,domain_2,url_14,c_07,1.0
188,2012,Jan,domain_2,url_14,c_09,6.0
189,2012,Jan,domain_2,url_14,c_23,1.0
190,2012,Jan,domain_2,url_14,c_27,2.0
191,2012,Jan,domain_2,url_14,c_33,1.0
192,2012,Jan,domain_2,url_140,c_02,4.0
193,2012,Jan,domain_2,url_140,c_08,17.0
194,2012,Jan,domain_2,url_140,c_19,1.0
195,2012,Jan,domain_2,url_140,c_22,1.0
196,2012,Jan,domain_2,url_140,c_28,3.0
197,2012,Jan,domain_2,url_141,c_01,25.0
198,2012,Jan,domain_2,url_141,c_11,3.0
199,2012,Jan,domain_2,url_15,c_05,2.0
200,2012,Jan,domain_2,url_15,c_06,1.0
201,2012,Jan,domain_2,url_15,c_07,1.0
202,2012,Jan,domain_2,url_15,c_09,43.0
203,2012,Jan,domain_2,url_15,c_22,6.0
204,2012,Jan,domain_2,url_15,c_33,9.0
205,2012,Jan,domain_2,url_16,c_07,1.0
206,2012,Jan,domain_2,url_16,c_11,2.0
207,2012,Jan,domain_2,url_16,c_29,1.0
208,2012,Jan,domain_2,url_18,c_01,1.0
209,2012,Jan,domain_2,url_18,c_20,9.0
210,2012,Jan,domain_2,url_19,c_02,1.0
211,2012,Jan,domain_2,url_19,c_05,1.0
212,2012,Jan,domain_2,url_19,c_08,21.0
213,2012,Jan,domain_2,url_19,c_19,5.0
214,2012,Jan,domain_2,url_19,c_22,1.0
215,2012,Jan,domain_2,url_19,c_28,4.0
216,2012,Jan,domain_2,url_19,c_30,3.0
217,2012,Jan,domain_2,url_20,c_02,4.0
218,2012,Jan,domain_2,url_20,c_11,2.0
219,2012,Jan,domain_2,url_20,c_13,30.0
220,2012,Jan,domain_2,url_20,c_17,2.0
221,2012,Jan,domain_2,url_20,c_20,1.0
222,2012,Jan,domain_2,url_21,c_11,1.0
223,2012,Jan,domain_2,url_21,c_14,2.0
224,2012,Jan,domain_2,url_22,c_11,26.0
225,2012,Jan,domain_2,url_22,c_22,1.0
226,2012,Jan,domain_2,url_22,c_27,5.0
227,2012,Jan,domain_2,url_22,c_33,6.0
228,2012,Jan,domain_2,url_23,c_03,25.0
229,2012,Jan,domain_2,url_23,c_08,1.0
230,2012,Jan,domain_2,url_23,c_16,4.0
231,2012,Jan,domain_2,url_23,c_26,2.0
232,2012,Jan,domain_2,url_24,c_02,4.0
233,2012,Jan,domain_2,url_24,c_11,1.0
234,2012,Jan,domain_2,url_24,c_12,31.0
235,2012,Jan,domain_2,url_24,c_13,4.0
236,2012,Jan,domain_2,url_25,c_05,6.0
237,2012,Jan,domain_2,url_25,c_06,1.0
238,2012,Jan,domain_2,url_25,c_35,1.0
239,2012,Jan,domain_2,url_26,c_02,1.0
240,2012,Jan,domain_2,url_26,c_11,1.0
241,2012,Jan,domain_2,url_26,c_12,45.0
242,2012,Jan,domain_2,url_26,c_13,7.0
243,2012,Jan,domain_2,url_26,c_20,1.0
244,2012,Jan,domain_2,url_27,c_04,3.0
245,2012,Jan,domain_2,url_27,c_09,1.0
246,2012,Jan,domain_2,url_27,c_17,18.0
247,2012,Jan,domain_2,url_27,c_21,2.0
248,2012,Jan,domain_2,url_28,c_01,24.0
249,2012,Jan,domain_2,url_28,c_02,3.0
250,2012,Jan,domain_2,url_28,c_12,1.0
251,2012,Jan,domain_2,url_28,c_20,4.0
252,2012,Jan,domain_2,url_29,c_11,10.0
253,2012,Jan,domain_2,url_29,c_22,1.0
254,2012,Jan,domain_2,url_29,c_27,1.0
255,2012,Jan,domain_2,url_30,c_09,18.0
256,2012,Jan,domain_2,url_30,c_11,15.0
257,2012,Jan,domain_2,url_30,c_21,1.0
258,2012,Jan,domain_2,url_30,c_22,10.0
259,2012,Jan,domain_2,url_30,c_25,2.0
260,2012,Jan,domain_2,url_30,c_27,6.0
261,2012,Jan,domain_2,url_30,c_32,1.0
262,2012,Jan,domain_2,url_30,c_33,1.0
263,2012,Jan,domain_2,url_31,c_17,20.0
264,2012,Jan,domain_2,url_32,c_05,16.0
265,2012,Jan,domain_2,url_32,c_20,1.0
266,2012,Jan,domain_2,url_32,c_35,1.0
267,2012,Jan,domain_2,url_33,c_17,37.0
268,2012,Jan,domain_2,url_34,c_05,1.0
269,2012,Jan,domain_2,url_34,c_07,17.0
270,2012,Jan,domain_2,url_34,c_14,1.0
271,2012,Jan,domain_2,url_34,c_22,1.0
272,2012,Jan,domain_2,url_34,c_27,4.0
273,2012,Jan,domain_2,url_34,c_29,1.0
274,2012,Jan,domain_2,url_36,c_05,12.0
275,2012,Jan,domain_2,url_36,c_11,1.0
276,2012,Jan,domain_2,url_36,c_20,1.0
277,2012,Jan,domain_2,url_36,c_35,1.0
278,2012,Jan,domain_2,url_37,c_04,1.0
279,2012,Jan,domain_2,url_37,c_10,1.0
280,2012,Jan,domain_2,url_37,c_17,15.0
281,2012,Jan,domain_2,url_37,c_21,3.0
282,2012,Jan,domain_2,url_38,c_01,24.0
283,2012,Jan,domain_2,url_38,c_02,4.0
284,2012,Jan,domain_2,url_38,c_12,1.0
285,2012,Jan,domain_2,url_38,c_22,2.0
286,2012,Jan,domain_2,url_40,c_17,18.0
287,2012,Jan,domain_2,url_40,c_23,1.0
288,2012,Jan,domain_2,url_41,c_13,1.0
289,2012,Jan,domain_2,url_41,c_17,13.0
290,2012,Jan,domain_2,url_42,c_03,8.0
291,2012,Jan,domain_2,url_42,c_09,1.0
292,2012,Jan,domain_2,url_42,c_16,4.0
293,2012,Jan,domain_2,url_42,c_20,1.0
294,2012,Jan,domain_2,url_43,c_02,3.0
295,2012,Jan,domain_2,url_43,c_11,1.0
296,2012,Jan,domain_2,url_43,c_12,23.0
297,2012,Jan,domain_2,url_43,c_13,7.0
298,2012,Jan,domain_2,url_43,c_20,1.0
299,2012,Jan,domain_2,url_43,c_33,1.0
300,2012,Jan,domain_2,url_44,c_05,1.0
301,2012,Jan,domain_2,url_44,c_07,2.0
302,2012,Jan,domain_2,url_44,c_10,1.0
303,2012,Jan,domain_2,url_44,c_11,1.0
304,2012,Jan,domain_2,url_44,c_14,1.0
305,2012,Jan,domain_2,url_44,c_29,1.0
306,2012,Jan,domain_2,url_44,c_37,1.0
307,2012,Jan,domain_2,url_45,c_01,16.0
308,2012,Jan,domain_2,url_45,c_02,4.0
309,2012,Jan,domain_2,url_45,c_12,1.0
310,2012,Jan,domain_2,url_45,c_20,1.0
311,2012,Jan,domain_2,url_45,c_27,1.0
312,2012,Jan,domain_2,url_46,c_02,1.0
313,2012,Jan,domain_2,url_46,c_08,12.0
314,2012,Jan,domain_2,url_46,c_11,2.0
315,2012,Jan,domain_2,url_46,c_19,3.0
316,2012,Jan,domain_2,url_46,c_28,2.0
317,2012,Jan,domain_2,url_48,c_04,1.0
318,2012,Jan,domain_2,url_48,c_17,29.0
319,2012,Jan,domain_2,url_48,c_21,4.0
320,2012,Jan,domain_2,url_48,c_23,1.0
321,2012,Jan,domain_2,url_49,c_02,1.0
322,2012,Jan,domain_2,url_49,c_20,5.0
323,2012,Jan,domain_2,url_52,c_05,9.0
324,2012,Jan,domain_2,url_52,c_35,1.0
325,2012,Jan,domain_2,url_53,c_05,1.0
326,2012,Jan,domain_2,url_53,c_11,1.0
327,2012,Jan,domain_2,url_53,c_13,1.0
328,2012,Jan,domain_2,url_53,c_14,2.0
329,2012,Jan,domain_2,url_53,c_29,1.0
330,2012,Jan,domain_2,url_54,c_05,2.0
331,2012,Jan,domain_2,url_54,c_07,5.0
332,2012,Jan,domain_2,url_54,c_11,1.0
333,2012,Jan,domain_2,url_54,c_14,2.0
334,2012,Jan,domain_2,url_54,c_16,1.0
335,2012,Jan,domain_2,url_54,c_21,1.0
336,2012,Jan,domain_2,url_54,c_24,1.0
337,2012,Jan,domain_2,url_54,c_27,2.0
338,2012,Jan,domain_2,url_54,c_29,1.0
339,2012,Jan,domain_2,url_55,c_05,4.0
340,2012,Jan,domain_2,url_55,c_07,21.0
341,2012,Jan,domain_2,url_55,c_09,1.0
342,2012,Jan,domain_2,url_55,c_10,3.0
343,2012,Jan,domain_2,url_55,c_11,3.0
344,2012,Jan,domain_2,url_55,c_14,1.0
345,2012,Jan,domain_2,url_55,c_23,1.0
346,2012,Jan,domain_2,url_55,c_24,1.0
347,2012,Jan,domain_2,url_55,c_27,1.0
348,2012,Jan,domain_2,url_55,c_29,3.0
349,2012,Jan,domain_2,url_57,c_03,3.0
350,2012,Jan,domain_2,url_57,c_05,3.0
351,2012,Jan,domain_2,url_57,c_07,5.0
352,2012,Jan,domain_2,url_57,c_10,1.0
353,2012,Jan,domain_2,url_57,c_11,2.0
354,2012,Jan,domain_2,url_57,c_13,2.0
355,2012,Jan,domain_2,url_57,c_14,4.0
356,2012,Jan,domain_2,url_57,c_16,1.0
357,2012,Jan,domain_2,url_57,c_17,1.0
358,2012,Jan,domain_2,url_57,c_21,1.0
359,2012,Jan,domain_2,url_57,c_24,1.0
360,2012,Jan,domain_2,url_57,c_25,1.0
361,2012,Jan,domain_2,url_57,c_27,2.0
362,2012,Jan,domain_2,url_57,c_29,2.0
363,2012,Jan,domain_2,url_57,c_33,1.0
364,2012,Jan,domain_2,url_59,c_03,16.0
365,2012,Jan,domain_2,url_59,c_08,1.0
366,2012,Jan,domain_2,url_59,c_11,1.0
367,2012,Jan,domain_2,url_59,c_16,4.0
368,2012,Jan,domain_2,url_59,c_27,1.0
369,2012,Jan,domain_2,url_60,c_09,9.0
370,2012,Jan,domain_2,url_60,c_11,5.0
371,2012,Jan,domain_2,url_60,c_17,3.0
372,2012,Jan,domain_2,url_60,c_22,6.0
373,2012,Jan,domain_2,url_60,c_32,1.0
374,2012,Jan,domain_2,url_60,c_33,2.0
375,2012,Jan,domain_2,url_61,c_05,11.0
376,2012,Jan,domain_2,url_61,c_14,2.0
377,2012,Jan,domain_2,url_61,c_20,2.0
378,2012,Jan,domain_2,url_61,c_35,1.0
379,2012,Jan,domain_2,url_62,c_13,1.0
380,2012,Jan,domain_2,url_62,c_17,10.0
381,2012,Jan,domain_2,url_63,c_12,29.0
382,2012,Jan,domain_2,url_63,c_13,3.0
383,2012,Jan,domain_2,url_63,c_22,1.0
384,2012,Jan,domain_2,url_64,c_05,4.0
385,2012,Jan,domain_2,url_65,c_07,6.0
386,2012,Jan,domain_2,url_65,c_14,2.0
387,2012,Jan,domain_2,url_65,c_22,1.0
388,2012,Jan,domain_2,url_65,c_24,1.0
389,2012,Jan,domain_2,url_66,c_05,1.0
390,2012,Jan,domain_2,url_66,c_07,15.0
391,2012,Jan,domain_2,url_66,c_25,1.0
392,2012,Jan,domain_2,url_66,c_29,1.0
393,2012,Jan,domain_2,url_69,c_17,10.0
394,2012,Jan,domain_2,url_70,c_09,13.0
395,2012,Jan,domain_2,url_70,c_33,4.0
396,2012,Jan,domain_2,url_71,c_03,9.0
397,2012,Jan,domain_2,url_71,c_16,3.0
398,2012,Jan,domain_2,url_72,c_03,21.0
399,2012,Jan,domain_2,url_72,c_16,3.0
400,2012,Jan,domain_2,url_73,c_07,3.0
401,2012,Jan,domain_2,url_73,c_14,1.0
402,2012,Jan,domain_2,url_73,c_24,2.0
403,2012,Jan,domain_2,url_74,c_05,8.0
404,2012,Jan,domain_2,url_74,c_06,2.0
405,2012,Jan,domain_2,url_74,c_07,1.0
406,2012,Jan,domain_2,url_74,c_35,1.0
407,2012,Jan,domain_2,url_76,c_05,1.0
408,2012,Jan,domain_2,url_76,c_07,10.0
409,2012,Jan,domain_2,url_76,c_10,2.0
410,2012,Jan,domain_2,url_76,c_11,2.0
411,2012,Jan,domain_2,url_76,c_14,3.0
412,2012,Jan,domain_2,url_76,c_15,1.0
413,2012,Jan,domain_2,url_76,c_17,1.0
414,2012,Jan,domain_2,url_76,c_21,1.0
415,2012,Jan,domain_2,url_76,c_22,1.0
416,2012,Jan,domain_2,url_76,c_24,16.0
417,2012,Jan,domain_2,url_76,c_27,2.0
418,2012,Jan,domain_2,url_76,c_29,1.0
419,2012,Jan,domain_2,url_78,c_11,11.0
420,2012,Jan,domain_2,url_78,c_22,1.0
421,2012,Jan,domain_2,url_78,c_27,1.0
422,2012,Jan,domain_2,url_78,c_33,1.0
423,2012,Jan,domain_2,url_79,c_07,1.0
424,2012,Jan,domain_2,url_79,c_14,5.0
425,2012,Jan,domain_2,url_79,c_18,1.0
426,2012,Jan,domain_2,url_80,c_09,16.0
427,2012,Jan,domain_2,url_80,c_11,7.0
428,2012,Jan,domain_2,url_80,c_18,1.0
429,2012,Jan,domain_2,url_80,c_22,5.0
430,2012,Jan,domain_2,url_80,c_27,1.0
431,2012,Jan,domain_2,url_80,c_33,1.0
432,2012,Jan,domain_2,url_81,c_05,21.0
433,2012,Jan,domain_2,url_81,c_20,1.0
434,2012,Jan,domain_2,url_81,c_35,1.0
435,2012,Jan,domain_2,url_82,c_03,25.0
436,2012,Jan,domain_2,url_82,c_16,1.0
437,2012,Jan,domain_2,url_82,c_26,1.0
438,2012,Jan,domain_2,url_83,c_01,30.0
439,2012,Jan,domain_2,url_83,c_02,3.0
440,2012,Jan,domain_2,url_83,c_11,1.0
441,2012,Jan,domain_2,url_83,c_12,1.0
442,2012,Jan,domain_2,url_83,c_20,1.0
443,2012,Jan,domain_2,url_84,c_02,5.0
444,2012,Jan,domain_2,url_84,c_08,19.0
445,2012,Jan,domain_2,url_84,c_11,1.0
446,2012,Jan,domain_2,url_84,c_19,10.0
447,2012,Jan,domain_2,url_84,c_22,1.0
448,2012,Jan,domain_2,url_84,c_28,4.0
449,2012,Jan,domain_2,url_85,c_08,4.0
450,2012,Jan,domain_2,url_86,c_03,7.0
451,2012,Jan,domain_2,url_86,c_16,3.0
452,2012,Jan,domain_2,url_86,c_20,1.0
453,2012,Jan,domain_2,url_87,c_05,16.0
454,2012,Jan,domain_2,url_87,c_35,1.0
455,2012,Jan,domain_2,url_89,c_11,16.0
456,2012,Jan,domain_2,url_90,c_07,2.0
457,2012,Jan,domain_2,url_90,c_17,12.0
458,2012,Jan,domain_2,url_91,c_01,4.0
459,2012,Jan,domain_2,url_92,c_10,2.0
460,2012,Jan,domain_2,url_92,c_17,7.0
461,2012,Jan,domain_2,url_93,c_11,10.0
462,2012,Jan,domain_2,url_94,c_11,19.0
463,2012,Jan,domain_2,url_94,c_22,2.0
464,2012,Jan,domain_2,url_94,c_33,2.0
465,2012,Jan,domain_2,url_95,c_05,2.0
466,2012,Jan,domain_2,url_95,c_07,4.0
467,2012,Jan,domain_2,url_95,c_10,1.0
468,2012,Jan,domain_2,url_95,c_11,1.0
469,2012,Jan,domain_2,url_95,c_15,1.0
470,2012,Jan,domain_2,url_96,c_05,6.0
471,2012,Jan,domain_2,url_96,c_35,1.0
472,2012,Jan,domain_2,url_97,c_05,2.0
473,2012,Jan,domain_2,url_97,c_07,9.0
474,2012,Jan,domain_2,url_97,c_11,6.0
475,2012,Jan,domain_2,url_97,c_14,1.0
476,2012,Jan,domain_2,url_97,c_24,4.0
477,2012,Jan,domain_2,url_97,c_27,2.0
478,2012,Jan,domain_2,url_97,c_29,1.0
479,2012,Jan,domain_2,url_98,c_04,1.0
480,2012,Jan,domain_2,url_98,c_13,3.0
481,2012,Jan,domain_2,url_98,c_17,8.0
482,2012,Jan,domain_2,url_99,c_05,1.0
483,2012,Jan,domain_2,url_99,c_07,2.0
484,2012,Jan,domain_2,url_99,c_15,1.0
485,2012,Jan,domain_2,url_99,c_20,1.0
486,2012,Jan,domain_2,url_99,c_27,2.0
487,2012,Feb,domain_1,url_1,c_05,1.0
488,2012,Feb,domain_1,url_1,c_07,2.0
489,2012,Feb,domain_1,url_1,c_14,10.0
490,2012,Feb,domain_1,url_1,c_21,28.0
491,2012,Feb,domain_1,url_1,c_30,3.0
492,2012,Feb,domain_1,url_1,c_34,1.0
493,2012,Feb,domain_1,url_10,c_21,2.0
494,2012,Feb,domain_1,url_10,c_34,2.0
495,2012,Feb,domain_1,url_10,c_37,1.0
496,2012,Feb,domain_1,url_11,c_05,2.0
497,2012,Feb,domain_1,url_11,c_07,4.0
498,2012,Feb,domain_1,url_11,c_11,1.0
499,2012,Feb,domain_1,url_11,c_14,1.0
500,2012,Feb,domain_1,url_11,c_21,82.0
501,2012,Feb,domain_1,url_11,c_25,1.0
502,2012,Feb,domain_1,url_11,c_29,1.0
503,2012,Feb,domain_1,url_11,c_34,2.0
504,2012,Feb,domain_1,url_11,c_35,4.0
505,2012,Feb,domain_1,url_11,c_36,3.0
506,2012,Feb,domain_1,url_11,c_37,4.0
507,2012,Feb,domain_1,url_2,c_20,1.0
508,2012,Feb,domain_1,url_2,c_21,1.0
509,2012,Feb,domain_1,url_3,c_21,27.0
510,2012,Feb,domain_1,url_5,c_21,2.0
511,2012,Feb,domain_1,url_6,c_20,1.0
512,2012,Feb,domain_1,url_6,c_21,2.0
513,2012,Feb,domain_1,url_7,c_21,15.0
514,2012,Feb,domain_1,url_7,c_34,1.0
515,2012,Feb,domain_1,url_8,c_21,5.0
516,2012,Feb,domain_1,url_8,c_37,2.0
517,2012,Feb,domain_1,url_9,c_21,10.0
518,2012,Feb,domain_2,url_100,c_02,6.0
519,2012,Feb,domain_2,url_100,c_07,1.0
520,2012,Feb,domain_2,url_100,c_13,17.0
521,2012,Feb,domain_2,url_100,c_27,1.0
522,2012,Feb,domain_2,url_101,c_05,7.0
523,2012,Feb,domain_2,url_101,c_06,4.0
524,2012,Feb,domain_2,url_101,c_23,1.0
525,2012,Feb,domain_2,url_102,c_05,1.0
526,2012,Feb,domain_2,url_102,c_06,1.0
527,2012,Feb,domain_2,url_103,c_05,1.0
528,2012,Feb,domain_2,url_103,c_09,12.0
529,2012,Feb,domain_2,url_103,c_18,1.0
530,2012,Feb,domain_2,url_103,c_20,1.0
531,2012,Feb,domain_2,url_103,c_25,16.0
532,2012,Feb,domain_2,url_103,c_27,1.0
533,2012,Feb,domain_2,url_103,c_33,5.0
534,2012,Feb,domain_2,url_104,c_07,3.0
535,2012,Feb,domain_2,url_104,c_10,3.0
536,2012,Feb,domain_2,url_104,c_14,5.0
